DataYear,BuildingType,PrimaryPropertyType,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Latitude,Longitude,City,State,YearsENERGYSTARCertified,SiteEnergyUse(kBtu),SiteEnergyUse(kBtu)_log1p,PropertyGFATotal_log1p
2016,NonResidential,Mixed Use Property,1916,1.0,1,27000,27000,0,"Other, Other - Entertainment/Public Assembly, Self-Storage Facility",Other,9000.0,Other - Entertainment/Public Assembly,9000.0,Self-Storage Facility,9000.0,47.58452,-122.3337,Seattle,WA,,229856.4063,12.34521442303415,10.203629181337648
2016,NonResidential,Other,1935,1.0,2,20747,20747,0,"Office, Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,11815.0,Restaurant,5120.0,Office,3812.0,47.58787,-122.33365,Seattle,WA,,1001964.0,13.817473629877156,9.940205135471292
2016,NonResidential,Warehouse,1928,1.0,2,40800,40800,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,36000.0,Office,4800.0,,,47.58903,-122.33361,Seattle,WA,,817255.875,13.613708736909592,10.616461869895817
2016,NonResidential,Small- and Mid-Sized Office,1920,1.0,2,20150,20150,0,Office,Office,20150.0,,,,,47.59508,-122.33378,Seattle,WA,,576174.125,13.264166929926644,9.911009193934976
2016,NonResidential,Small- and Mid-Sized Office,1909,1.0,7,36000,36000,0,Office,Office,31500.0,,,,,47.59639,-122.33368,Seattle,WA,,1682454.875,14.335765114302731,10.491301994830229
2016,NonResidential,Warehouse,1938,1.0,2,41276,41276,0,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,24300.0,Retail Store,13284.0,Office,3692.0,47.59081,-122.33487,Seattle,WA,,2502081.0,14.73263374325292,10.628060723095926
2016,NonResidential,Refrigerated Warehouse,1937,0.0,2,24430,24430,0,"Other, Refrigerated Warehouse",Refrigerated Warehouse,15667.0,Other,8690.0,,,47.58999,-122.33539,Seattle,WA,,1232822.875,14.02481792928332,10.103608096692795
2016,NonResidential,Small- and Mid-Sized Office,1927,1.0,1,22580,22580,0,Office,Office,22580.0,,,,,47.58686,-122.33469,Seattle,WA,,928584.875,13.74141814338184,10.024864123702642
2016,NonResidential,Warehouse,1926,1.0,1,20000,20000,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,20000.0,,,,,47.60192,-122.31641,Seattle,WA,,743528.125,13.519163216946316,9.90353755128617
2016,NonResidential,Warehouse,1954,1.0,1,42000,42000,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,38000.0,Office,4000.0,,,47.60224,-122.31529,Seattle,WA,,2070005.625,14.54306236571952,10.645448706505872
2016,NonResidential,Self-Storage Facility,1962,1.0,1,24248,24248,0,"Parking, Self-Storage Facility",Self-Storage Facility,21018.0,Parking,3230.0,,,47.61234,-122.31628,Seattle,WA,,111969.7031,11.62599253659507,10.096130658401954
2016,NonResidential,Senior Care Community,2009,1.0,6,244500,244500,0,Senior Care Community,Senior Care Community,244500.0,,,,,47.70178,-122.32352,Seattle,WA,,11019641.0,16.215189874772964,12.40697467786825
2016,NonResidential,Warehouse,1932,1.0,1,24617,24617,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22752.0,,,,,47.55608,-122.3388,Seattle,WA,,106918.0,11.579826817421988,10.11123316167024
2016,NonResidential,Other,2009,1.0,3,127065,42355,84710,"Office, Parking",Parking,84710.0,Office,42355.0,,,47.55768,-122.33137,Seattle,WA,,3245111.5,14.99266057624049,11.752461915490594
2016,NonResidential,Retail Store,1964,1.0,1,37247,37247,0,Retail Store,Retail Store,37247.0,,,,,47.55772,-122.33017,Seattle,WA,,1748644.5,14.374352046207044,10.52535353109111
2016,NonResidential,Retail Store,1993,1.0,1,25384,25384,0,Retail Store,Retail Store,23468.0,,,,,47.69274,-122.37602,Seattle,WA,,3027867.5,14.92336946459117,10.141913727381494
2016,NonResidential,Small- and Mid-Sized Office,1910,0.0,3,49052,49052,0,"Office, Retail Store",Office,32393.0,Retail Store,10057.0,,,47.58462,-122.3347,Seattle,WA,,1441445.625,14.181157767973051,10.800656625202697
2016,NonResidential,Warehouse,1900,1.0,2,52110,52110,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,32000.0,,,,,47.58318,-122.3347,Seattle,WA,,586589.1875,13.282081707632424,10.86113133789376
2016,NonResidential,Small- and Mid-Sized Office,1937,1.0,2,39036,39036,0,"Office, Other",Office,27636.0,Other,13611.0,,,47.57595,-122.33624,Seattle,WA,,1528295.75,14.239664437967832,10.57226519331206
2016,NonResidential,Small- and Mid-Sized Office,1923,1.0,1,26310,26310,0,"Non-Refrigerated Warehouse, Office, Social/Meeting Hall",Office,24000.0,Non-Refrigerated Warehouse,8874.0,Social/Meeting Hall,1000.0,47.57529,-122.33475,Seattle,WA,,771512.6875,13.556109692040808,10.17774238167388
2016,NonResidential,Retail Store,1966,1.0,1,37883,37883,0,"Retail Store, Supermarket/Grocery Store",Retail Store,28734.0,Supermarket/Grocery Store,24813.0,,,47.54723,-122.28455,Seattle,WA,,12434593.0,16.335992984907776,10.542284138345993
2016,NonResidential,K-12 School,1962,1.0,3,29874,29874,0,K-12 School,K-12 School,31375.0,,,,,47.53887,-122.37564,Seattle,WA,,1274049.75,14.057711949485682,10.304777289233812
2016,NonResidential,Worship Facility,1965,1.0,1,20140,20140,0,"Parking, Worship Facility",Worship Facility,22000.0,Parking,0.0,,,47.64,-122.39743,Seattle,WA,,992794.6875,13.80828016908792,9.91051281747288
2016,NonResidential,Self-Storage Facility,1990,1.0,2,71874,40485,31389,Self-Storage Facility,Self-Storage Facility,71874.0,,,,,47.70281,-122.35623,Seattle,WA,,1242811.75,14.032887715540776,11.182683778099651
2016,NonResidential,Small- and Mid-Sized Office,1971,1.0,2,39953,39953,0,Office,Office,30100.0,,,,,47.60104,-122.30155,Seattle,WA,,1508561.875,14.226668017189942,10.595484071338678
2016,NonResidential,Retail Store,1998,1.0,2,21200,21200,0,"Office, Retail Store",Retail Store,14168.0,Office,7032.0,,,47.60009,-122.3017,Seattle,WA,,1676426.5,14.33217559909798,9.961803629358965
2016,NonResidential,Supermarket / Grocery Store,1980,1.0,1,30630,30630,0,"Other, Supermarket/Grocery Store",Supermarket/Grocery Store,28470.0,Other,2442.0,,,47.59881,-122.30189,Seattle,WA,,6058494.0,15.616971977366587,10.329767847024875
2016,NonResidential,Retail Store,1980,1.0,2,23421,23421,0,"Bank Branch, Retail Store",Retail Store,19271.0,Bank Branch,4150.0,,,47.59881,-122.30189,Seattle,WA,,1896626.375,14.455587801051104,10.061431030602083
2016,SPS-District K-12,K-12 School,1931,1.0,3,117116,117116,0,K-12 School,K-12 School,117116.0,,,,,47.6763,-122.38051,Seattle,WA,,5722325.5,15.559886011432674,11.670928714112977
2016,NonResidential,Worship Facility,1928,1.0,2,24120,24120,0,Worship Facility,Worship Facility,24120.0,,,,,47.67628,-122.38238,Seattle,WA,,893053.1875,13.702402538308815,10.090838109351523
2016,NonResidential,Worship Facility,1929,1.0,3,35736,35736,0,"Office, Worship Facility",Worship Facility,28970.0,Office,6766.0,,,47.6764,-122.38502,Seattle,WA,,1148202.25,13.953708887228998,10.483941845626784
2016,NonResidential,Warehouse,1941,1.0,1,51050,51050,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,49500.0,,,,,47.57298,-122.33644,Seattle,WA,,1206165.75,14.00295791370961,10.840580412039548
2016,NonResidential,Retail Store,1954,1.0,2,21900,21900,0,Retail Store,Retail Store,21900.0,,,,,47.57044,-122.33475,Seattle,WA,,1302192.875,14.079560996195278,9.994287576862568
2016,NonResidential,Distribution Center,1952,1.0,1,16300,16300,0,Distribution Center,Distribution Center,65164.0,,,,,47.57227,-122.33843,Seattle,WA,,150167.7969,11.919515253055366,9.69898173460629
2016,NonResidential,Warehouse,1964,1.0,1,33462,33462,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33462.0,,,,,47.57339,-122.33735,Seattle,WA,,1386445.375,14.142254466766394,10.41819562981634
2016,NonResidential,Mixed Use Property,1952,1.0,1,35310,35310,0,"Non-Refrigerated Warehouse, Other, Refrigerated Warehouse",Other,10471.0,Non-Refrigerated Warehouse,9875.0,Refrigerated Warehouse,8877.0,47.57506,-122.33862,Seattle,WA,,1331469.75,14.101794716289236,10.47194980911048
2016,NonResidential,Other,1962,1.0,3,36140,36140,0,Other,Other,34733.0,,,,,47.54089,-122.32323,Seattle,WA,,4653535.0,15.353137918690582,10.495183233934965
2016,NonResidential,Other,1991,1.0,2,47963,26579,21384,"Other - Mall, Parking",Other - Mall,29640.0,Parking,6000.0,,,47.59886,-122.31678,Seattle,WA,,8163413.0,15.915173021795738,10.778206008499325
2016,NonResidential,Warehouse,1930,1.0,1,23903,23903,0,"Non-Refrigerated Warehouse, Worship Facility",Non-Refrigerated Warehouse,18350.0,Worship Facility,4500.0,,,47.59774,-122.31936,Seattle,WA,,415364.5938,12.936914360320744,10.081801087932543
2016,NonResidential,Self-Storage Facility,1947,1.0,3,22522,22522,0,Self-Storage Facility,Self-Storage Facility,22522.0,,,,,47.67923,-122.31715,Seattle,WA,,561473.875,13.238322305944,10.022292288301378
2016,NonResidential,Self-Storage Facility,1996,1.0,4,38959,38959,0,Self-Storage Facility,Self-Storage Facility,38959.0,,,,,47.67905,-122.31697,Seattle,WA,,905750.375,13.716520126835112,10.57029075775647
2016,NonResidential,Warehouse,1928,1.0,2,25955,25955,0,"Non-Refrigerated Warehouse, Office, Other - Services",Non-Refrigerated Warehouse,14150.0,Other - Services,8745.0,Office,3060.0,47.5867,-122.30519,Seattle,WA,,1218112.0,14.012813497989692,10.164158075741058
2016,Campus,K-12 School,1923,1.0,4,46100,46100,0,"K-12 School, Parking",K-12 School,46100.0,Parking,0.0,,,47.60776,-122.32481,Seattle,WA,,2177064.75,14.59348854187361,10.738589920723442
2016,NonResidential,Worship Facility,1951,1.0,2,21936,21936,0,Worship Facility,Worship Facility,21936.0,,,,,47.70901,-122.35498,Seattle,WA,,608755.375,13.319173425603363,9.995929987925688
2016,NonResidential,Other,1960,1.0,1,25406,25406,0,"Personal Services (Health/Beauty, Dry Cleaning, etc)","Personal Services (Health/Beauty, Dry Cleaning, etc)",25406.0,,,,,47.7162,-122.2956,Seattle,WA,,2442220.0,14.708418429148448,10.142780005589708
2016,NonResidential,Small- and Mid-Sized Office,1967,1.0,2,23250,23250,0,Office,Office,22014.0,,,,,47.56029,-122.2858,Seattle,WA,,904236.0,13.714846773155845,10.054103420843257
2016,NonResidential,Warehouse,1960,1.0,1,30000,30000,0,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,30000.0,Parking,0.0,,,47.55966,-122.33146,Seattle,WA,,2794837.0,14.843284702247546,10.308985993422082
2016,Nonresidential COS,Warehouse,1962,1.0,1,45036,45036,0,"Non-Refrigerated Warehouse, Office, Repair Services (Vehicle, Shoe, Locksmith, etc)",Non-Refrigerated Warehouse,21110.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",14074.0,Office,6755.0,47.56522,-122.32205,Seattle,WA,,1791697.75,14.398674750126307,10.71523965313516
2016,SPS-District K-12,K-12 School,1962,1.0,1,51410,51410,0,K-12 School,K-12 School,51410.0,,,,,47.57269,-122.39673,Seattle,WA,,1968907.25,14.492989759278084,10.84760743632896
2016,NonResidential,Mixed Use Property,2009,1.0,39,1074552,962428,112124,"Hotel, Multifamily Housing, Parking",Multifamily Housing,311521.0,Hotel,303000.0,Parking,141450.0,47.61376,-122.33445,Seattle,WA,,26416770.0,17.089509631572568,13.887415319115815
2016,NonResidential,University,1959,1.0,2,122679,122679,0,"College/University, Restaurant",College/University,101035.0,Restaurant,2000.0,,,47.65019,-122.36173,Seattle,WA,,16378152.0,16.61145887056861,11.717334618228188
2016,Campus,University,1945,14.0,2,537000,537000,0,College/University,College/University,533826.0,,,,,47.65019,-122.36173,Seattle,WA,,90609640.0,18.322071178155294,13.19375523568666
2016,NonResidential,Small- and Mid-Sized Office,1980,1.0,4,23022,23022,0,Office,Office,23022.0,,,,,47.70868,-122.30089,Seattle,WA,,1027230.875,13.842378242394329,10.04424899524437
2016,NonResidential,Refrigerated Warehouse,1967,1.0,1,27263,27263,0,"Office, Other, Refrigerated Warehouse",Refrigerated Warehouse,22000.0,Other,2700.0,Office,2500.0,47.56173,-122.32885,Seattle,WA,,2470642.0,14.719988998612417,10.21332242962904
2016,NonResidential,Warehouse,1962,1.0,1,31569,31569,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33000.0,,,,,47.56318,-122.32889,Seattle,WA,,3064039.5,14.935245027770929,10.359962581552038
2016,NonResidential,Warehouse,1956,1.0,1,22509,22509,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22509.0,,,,,47.56362,-122.32876,Seattle,WA,,177812.7969,12.08849219691415,10.021714933900778
2016,NonResidential,Warehouse,1956,1.0,1,39984,39984,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,31184.0,Office,8800.0,,,47.56424,-122.32902,Seattle,WA,,1073156.375,13.886115679078047,10.59625966276599
2016,SPS-District K-12,K-12 School,1925,1.0,2,73769,73769,0,K-12 School,K-12 School,73769.0,,,,,47.62442,-122.31838,Seattle,WA,,2556131.0,14.754005736338588,11.208707423878348
2016,NonResidential,Worship Facility,1906,1.0,1,26440,26440,0,Worship Facility,Worship Facility,26440.0,,,,,47.62322037,-122.320017,Seattle,WA,,719905.1875,13.4868761873642,10.18267111473301
2016,SPS-District K-12,K-12 School,1961,1.0,1,43578,43578,0,K-12 School,K-12 School,45370.0,,,,,47.68503,-122.28267,Seattle,WA,,1436773.875,14.177911489601009,10.682330661929695
2016,NonResidential,Self-Storage Facility,1956,1.0,2,28800,28800,0,Self-Storage Facility,Self-Storage Facility,28800.0,,,,,47.59291,-122.31042,Seattle,WA,,1143826.625,13.94989076212134,10.268165387743457
2016,NonResidential,K-12 School,2009,4.0,2,28500,28500,0,K-12 School,K-12 School,31100.0,,,,,47.61791,-122.28594,Seattle,WA,,1162561.125,13.966136855875952,10.25769445336048
2016,NonResidential,Restaurant,1978,1.0,2,26519,26519,0,"Office, Restaurant",Restaurant,13592.0,Office,12927.0,,,47.62902,-122.33173,Seattle,WA,,3717064.0,15.128444936347366,10.185654444299798
2016,NonResidential,Mixed Use Property,1988,1.0,2,34639,19237,15402,"Other, Parking, Restaurant",Restaurant,23373.0,Other,19659.0,Parking,15402.0,47.62774,-122.33384,Seattle,WA,,15480681.0,16.555103482002927,10.45276436267637
2016,NonResidential,Other,1921,1.0,2,26300,26300,0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,26300.0,,,,,47.62643,-122.33946,Seattle,WA,,3537841.5,15.079027636034883,10.177362240256697
2016,NonResidential,Restaurant,1962,0.0,2,34072,34072,0,Restaurant,Restaurant,34072.0,,,,,47.63734,-122.33988,Seattle,WA,,6584966.5,15.700299957687962,10.436260560784945
2016,NonResidential,Small- and Mid-Sized Office,1949,1.0,3,23355,23355,0,Office,Office,21915.0,,,,,47.63614,-122.33982,Seattle,WA,,840549.375,13.641812164597564,10.058609189403429
2016,NonResidential,Small- and Mid-Sized Office,1965,1.0,4,30840,30840,0,"Office, Restaurant",Office,29255.0,Restaurant,1180.0,,,47.63575,-122.33895,Seattle,WA,,3542708.5,15.08040238782444,10.336600252573104
2016,NonResidential,Other,1946,1.0,1,20332,20332,0,Other,Other,20332.0,,,,,47.67642,-122.3035,Seattle,WA,,392683.6875,12.880762246935983,9.92000046091034
2016,NonResidential,Worship Facility,1900,1.0,1,21850,21850,0,Worship Facility,Worship Facility,21850.0,,,,,47.61118,-122.288,Seattle,WA,,317794.4063,12.6691630782918,9.992001966066868
2016,NonResidential,Mixed Use Property,1997,1.0,4,32282,25297,6985,"Multifamily Housing, Office, Other, Parking",Multifamily Housing,12600.0,Parking,6985.0,Other,6576.0,47.66827,-122.29978,Seattle,WA,,1391714.25,14.146047537169276,10.382296054868505
2016,NonResidential,Large Office,1983,1.0,13,307557,224493,83064,"Multifamily Housing, Office, Parking, Retail Store",Office,162422.0,Parking,83064.0,Multifamily Housing,55065.0,47.60449,-122.33803,Seattle,WA,,9512829.0,16.068151971746147,12.63641896632877
2016,NonResidential,Self-Storage Facility,1918,1.0,2,28309,28309,0,Self-Storage Facility,Self-Storage Facility,28309.0,,,,,47.64633,-122.3508,Seattle,WA,,430308.9063,12.972260940406915,10.250970378105944
2016,NonResidential,Hotel,1914,1.0,4,45500,45500,0,Hotel,Hotel,45500.0,,,,,47.60154,-122.3352,Seattle,WA,,2799595.0,14.844985679020962,10.725489582719506
2016,NonResidential,Small- and Mid-Sized Office,1900,1.0,5,38376,38376,0,"Office, Retail Store",Office,29258.0,Retail Store,2409.0,,,47.60106,-122.33458,Seattle,WA,,2058532.875,14.537504576214092,10.555213600795284
2016,NonResidential,Small- and Mid-Sized Office,1900,1.0,4,42804,42804,0,"Office, Retail Store",Office,24120.0,Retail Store,6583.0,,,47.60149,-122.33458,Seattle,WA,,1544501.75,14.25021257185068,10.664410197176586
2016,NonResidential,Mixed Use Property,2005,0.0,5,57600,57600,0,"Financial Office, Multifamily Housing, Parking, Residence Hall/Dormitory",Residence Hall/Dormitory,27600.0,Multifamily Housing,16000.0,Financial Office,7000.0,47.6005,-122.33514,Seattle,WA,,6983736.0,15.75909471828965,10.961295207644392
2016,NonResidential,Small- and Mid-Sized Office,1900,1.0,4,33300,33300,0,"Office, Restaurant, Retail Store, Self-Storage Facility",Office,26639.0,Restaurant,2820.0,Retail Store,2377.0,47.60023,-122.33459,Seattle,WA,,1287497.375,14.06821164938331,10.413342705547674
2016,NonResidential,Other,1900,1.0,3,22200,22200,0,Other,Other,22200.0,,,,,47.59976,-122.33514,Seattle,WA,,188745.7031,12.148161199938851,10.007892611890918
2016,NonResidential,Warehouse,1968,1.0,2,29498,29498,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,19749.0,Office,9148.0,,,47.64306,-122.34219,Seattle,WA,,3768900.5,15.14229413765465,10.292111643448266
2016,NonResidential,Warehouse,1938,1.0,1,23050,23050,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,23050.0,,,,,47.64793,-122.34358,Seattle,WA,,466672.6875,13.053385550447064,10.045464431431675
2016,NonResidential,Small- and Mid-Sized Office,2008,1.0,4,48350,48350,0,Office,,,,,,,47.64747,-122.34086,Seattle,WA,,3168131.0,14.968652697715088,10.786242183190828
2016,NonResidential,Retail Store,1930,1.0,1,46059,46059,0,Retail Store,Retail Store,46000.0,,,,,47.66097,-122.3192,Seattle,WA,,1582655.875,14.274615559208948,10.737700173374677
2016,NonResidential,Medical Office,1970,1.0,2,23595,23595,0,Medical Office,Medical Office,23595.0,,,,,47.67437,-122.3181,Seattle,WA,,817409.625,13.613896848559763,10.068832485122966
2016,NonResidential,Small- and Mid-Sized Office,1900,1.0,3,28142,28142,0,Office,Office,28142.0,,,,,47.59938,-122.33328,Seattle,WA,,847097.8125,13.649572628577085,10.24505393479406
2016,NonResidential,Small- and Mid-Sized Office,1900,1.0,3,28760,28760,0,"Non-Refrigerated Warehouse, Office, Retail Store",Office,12314.0,Retail Store,6020.0,Non-Refrigerated Warehouse,6000.0,47.59954,-122.33327,Seattle,WA,,2615973.5,14.777147243805295,10.266775581745106
2016,NonResidential,Small- and Mid-Sized Office,1902,1.0,4,39030,39030,0,"Office, Retail Store",Office,32001.0,Retail Store,6685.0,,,47.59979,-122.33318,Seattle,WA,,713326.875,13.47769644643149,10.572111481163375
2016,NonResidential,Small- and Mid-Sized Office,1909,0.0,3,47215,47215,0,"Office, Retail Store",Office,23659.0,Retail Store,22376.0,,,47.60071,-122.33377,Seattle,WA,,2092696.0,14.553964222672995,10.76248809718272
2016,Nonresidential COS,Other,1926,1.0,2,61580,34580,27000,"Other, Parking",Other,36280.0,Parking,23154.0,,,47.61492,-122.31728,Seattle,WA,,4199443.0,15.250462693538084,11.02810866038529
2016,NonResidential,Small- and Mid-Sized Office,1917,1.0,3,30720,30720,0,"Office, Retail Store",Office,29720.0,Retail Store,1000.0,,,47.61459,-122.31724,Seattle,WA,,1288669.5,14.06912162472868,10.332701738815134
2016,NonResidential,Mixed Use Property,1916,1.0,2,20640,20640,0,"Office, Restaurant, Retail Store",Retail Store,9750.0,Office,9212.0,Restaurant,2450.0,47.61428,-122.31726,Seattle,WA,,412562.4063,12.93014518518678,9.935034668034255
2016,NonResidential,Mixed Use Property,1912,1.0,2,34914,34914,0,"Office, Restaurant, Retail Store",Retail Store,14983.0,Restaurant,10638.0,Office,5837.0,47.61421,-122.3193,Seattle,WA,,1333289.625,14.103160598653044,10.460671815280136
2016,NonResidential,Small- and Mid-Sized Office,1906,1.0,3,20897,20897,0,"Non-Refrigerated Warehouse, Office, Retail Store",Office,10228.0,Retail Store,3433.0,Non-Refrigerated Warehouse,3400.0,47.61508,-122.31845,Seattle,WA,,964923.8125,13.779805462777858,9.947408739594056
2016,NonResidential,Retail Store,1916,1.0,2,36940,36940,0,Retail Store,Retail Store,36940.0,,,,,47.61478,-122.31847,Seattle,WA,,336745.4063,12.727085422500744,10.517077324312648
2016,NonResidential,Small- and Mid-Sized Office,1913,1.0,3,22866,22866,0,Office,Office,22866.0,,,,,47.61435,-122.31859,Seattle,WA,,1153690.125,13.958477034244725,10.037450102199095
2016,NonResidential,Retail Store,1920,1.0,1,30240,30240,0,"Restaurant, Retail Store",Retail Store,32205.0,Restaurant,714.0,,,47.61466,-122.31984,Seattle,WA,,1264626.875,14.050288466906814,10.316953898529778
2016,NonResidential,Other,1962,1.0,2,28586,28586,0,Other,Other,27022.0,,,,,47.65729,-122.31937,Seattle,WA,,5078204.0,15.440468410656402,10.260707348016298
2016,NonResidential,Hotel,1908,1.0,3,28800,28800,0,"Hotel, Restaurant",Hotel,21600.0,Restaurant,7200.0,,,47.59766,-122.32394,Seattle,WA,,4644346.0,15.35116133907742,10.268165387743457
2016,NonResidential,Restaurant,1913,1.0,3,28800,28800,0,Restaurant,,,,,,,47.59697,-122.32474,Seattle,WA,,899924.1875,13.710066913851373,10.268165387743457
2016,NonResidential,Small- and Mid-Sized Office,1979,1.0,3,35202,35202,0,"Bank Branch, Office",Office,24227.0,Bank Branch,9127.0,,,47.59644,-122.32415,Seattle,WA,,3605755.5,15.098042154120412,10.468886585227278
2016,NonResidential,Senior Care Community,1969,1.0,6,95117,69035,26082,"Parking, Senior Care Community",Senior Care Community,69035.0,Parking,26082.0,,,47.61318,-122.32747,Seattle,WA,,7202141.5,15.789889109165722,11.462873505071284
2016,NonResidential,Worship Facility,1910,1.0,2,24600,24600,0,Worship Facility,Worship Facility,24600.0,,,,,47.61426,-122.32661,Seattle,WA,,331059.5,12.710056417113265,10.110542371500753
2016,NonResidential,Worship Facility,1900,1.0,1,48850,48850,0,"Office, Other, Worship Facility",Worship Facility,28725.0,Office,4325.0,Other,3700.0,47.60514,-122.32613,Seattle,WA,,1063480.5,13.877058518078556,10.796530128090472
2016,NonResidential,Hospital,1961,0.0,3,54863,54863,0,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),109726.0,,,,,47.58767,-122.38672,Seattle,WA,,2037720.625,14.527342891187937,10.912612674702702
2016,NonResidential,Warehouse,1964,1.0,1,25000,25000,0,"Food Sales, Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,13393.0,Food Sales,7500.0,Office,4107.0,47.55317,-122.33289,Seattle,WA,,1989103.875,14.50319528394732,10.12667110305036
2016,NonResidential,Warehouse,1960,1.0,1,25000,25000,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,24000.0,Office,1000.0,,,47.55544,-122.33294,Seattle,WA,,287132.5,12.567702543384298,10.12667110305036
2016,NonResidential,Other,1927,1.0,1,22622,22622,0,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,23000.0,,,,,47.55523,-122.33448,Seattle,WA,,774075.6875,13.559426227121184,10.026722366870755
2016,NonResidential,Small- and Mid-Sized Office,1917,1.0,3,27544,27544,0,"Office, Parking",Office,22365.0,Parking,3744.0,,,47.61543,-122.32657,Seattle,WA,,1031667.5,13.84668795249092,10.223576309906816
2016,NonResidential,Small- and Mid-Sized Office,1989,1.0,7,47415,47415,0,"Multifamily Housing, Office, Other - Entertainment/Public Assembly, Parking",Office,25884.0,Parking,7000.0,Multifamily Housing,5713.0,47.61161,-122.34592,Seattle,WA,,1478979.25,14.206863387986468,10.766715003467674
2016,NonResidential,Other,1961,1.0,3,22960,22960,0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,22960.0,,,,,47.63644,-122.34218,Seattle,WA,,2266983.0,14.63396087167914,10.041552403492023
2016,NonResidential,Supermarket / Grocery Store,1998,1.0,1,44739,44739,0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,44739.0,Parking,0.0,,,47.62048,-122.31386,Seattle,WA,,14585813.0,16.49555997049108,10.70862323504412
2016,NonResidential,Mixed Use Property,1948,1.0,1,22778,22778,0,"Medical Office, Office, Other, Restaurant, Retail Store",Retail Store,21194.0,Office,12923.0,Restaurant,3720.0,47.66816,-122.27706,Seattle,WA,,2470566.0,14.719958236916392,10.033594337881343
2016,NonResidential,Worship Facility,1956,1.0,2,21562,21562,0,"Pre-school/Daycare, Worship Facility",Worship Facility,21052.0,Pre-school/Daycare,400.0,,,47.68517,-122.38733,Seattle,WA,,866806.0,13.672571624292395,9.978734161910666
2016,NonResidential,Other,1959,1.0,1,25753,25753,0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,25753.0,,,,,47.62322,-122.29006,Seattle,WA,,1378130.25,14.136238972754455,10.15634523383373
2016,NonResidential,Other,1928,1.0,3,71280,71280,0,Other - Recreation,Other - Recreation,71280.0,,,,,47.62816,-122.28067,Seattle,WA,,22767828.0,16.940859088742457,11.17438509122698
2016,SPS-District K-12,K-12 School,1925,1.0,3,38297,38297,0,K-12 School,K-12 School,38297.0,,,,,47.63408,-122.28483,Seattle,WA,,1845150.625,14.42807201365186,10.553152954484112
2016,NonResidential,Senior Care Community,1963,1.0,16,153312,153312,0,"Parking, Senior Care Community, Worship Facility",Senior Care Community,148590.0,Parking,72317.0,Worship Facility,4722.0,47.63429,-122.27652,Seattle,WA,,20628680.0,16.84219294698793,11.940236862308206
2016,NonResidential,Mixed Use Property,2009,1.0,19,1206670,1004813,201857,"Multifamily Housing, Office, Parking, Restaurant",Office,319361.0,Multifamily Housing,181047.0,Parking,177210.0,47.61811,-122.33908,Seattle,WA,20162015,27684480.0,17.136382561449796,14.003375886287618
2016,NonResidential,Worship Facility,1968,1.0,1,24200,24200,0,"Parking, Worship Facility",Worship Facility,24200.0,Parking,0.0,,,47.53857,-122.28026,Seattle,WA,,826488.6875,13.6249427188514,10.094149233605084
2016,NonResidential,Residence Hall,1981,1.0,4,23513,21302,2211,"Office, Parking, Residence Hall/Dormitory, Restaurant, Social/Meeting Hall",Residence Hall/Dormitory,15200.0,Office,2600.0,Social/Meeting Hall,1800.0,47.63651,-122.34418,Seattle,WA,,1740568.25,14.36972277285954,10.065351267427689
2016,NonResidential,Self-Storage Facility,1994,1.0,3,66610,66610,0,Self-Storage Facility,Self-Storage Facility,66720.0,,,,,47.56785,-122.37039,Seattle,WA,,640377.0,13.369813905985556,11.10662500805538
2016,NonResidential,Other,1950,1.0,1,36000,36000,0,"Office, Other",Other,34000.0,Office,1400.0,,,47.56774,-122.33289,Seattle,WA,,3646053.75,15.10915625056439,10.491301994830229
