DataYear,BuildingType,PrimaryPropertyType,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Latitude,Longitude,City,State,YearsENERGYSTARCertified,SiteEnergyUse(kBtu),SiteEnergyUse(kBtu)_log1p,PropertyGFATotal_log1p
2016,NonResidential,Distribution Center,1980,1.0,1,52613,52613,0,Distribution Center,Distribution Center,59504.0,,,,,47.57023,-122.33241,Seattle,WA,,1061458.25,13.8751551703165,10.87073752300741
2016,NonResidential,Other,1940,1.0,1,56608,56608,0,"Office, Other",Other,45340.0,Office,11520.0,,,47.56785,-122.33361,Seattle,WA,,5094197.0,15.4436128030241,10.943923262151136
2016,NonResidential,Refrigerated Warehouse,1953,1.0,1,104099,104099,0,"Office, Parking, Refrigerated Warehouse",Refrigerated Warehouse,100000.0,Office,4099.0,Parking,0.0,47.56637,-122.33273,Seattle,WA,,17695420.0,16.68881646351032,11.55310725460306
2016,NonResidential,Supermarket / Grocery Store,2003,1.0,1,58184,50734,7450,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,51722.0,Parking,0.0,,,47.69267,-122.35506,Seattle,WA,,14715262.0,16.50439581240878,10.971382868542175
2016,NonResidential,Supermarket / Grocery Store,1980,1.0,1,58480,58480,0,Supermarket/Grocery Store,Supermarket/Grocery Store,44431.0,,,,,47.73315,-122.3105,Seattle,WA,,11054535.0,16.218351399434447,10.97645719414066
2016,NonResidential,Large Office,2005,1.0,6,336700,211900,124800,"Office, Parking, Retail Store",Office,217977.0,Parking,4569.0,Retail Store,0.0,47.62029,-122.33078,Seattle,WA,,9058916.0,16.019260134450274,12.726950575147724
2016,NonResidential,Retail Store,1996,1.0,4,264008,104014,159994,Retail Store,Retail Store,98863.0,,,,,47.62,-122.33027,Seattle,WA,,9937707.0,16.111846968543286,12.483738472456462
2016,NonResidential,Small- and Mid-Sized Office,1914,1.0,2,62220,62220,0,"Office, Other - Services, Parking",Office,60676.0,Parking,13780.0,Other - Services,1324.0,47.59367,-122.30957,Seattle,WA,,5444253.5,15.510071390374987,11.038447842325048
2016,NonResidential,Small- and Mid-Sized Office,1970,1.0,1,65430,65430,0,"Office, Other",Office,60732.0,Other,8142.0,,,47.59388,-122.31124,Seattle,WA,,3181045.5,14.97272078866908,11.088751431256089
2016,NonResidential,Large Office,2006,1.0,3,102290,59850,42440,"Office, Parking",Office,83715.0,Parking,18575.0,,,47.66517,-122.30186,Seattle,WA,,6062770.5,15.61767759673028,11.535576971529968
2016,NonResidential,Other,1926,1.0,3,80004,80004,0,Other,Other,74864.0,,,,,47.6144,-122.30982,Seattle,WA,,12232124.0,16.31957624563627,11.289844411702974
2016,NonResidential,Warehouse,1991,1.0,2,323916,323916,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,263528.0,Office,60388.0,,,47.56407,-122.32765,Seattle,WA,,8024064.5,15.89795577160156,12.688242589117094
2016,NonResidential,Mixed Use Property,1932,1.0,14,304052,304052,0,"Medical Office, Office, Parking",Office,218918.0,Parking,156487.0,Medical Office,84051.89844,47.5928,-122.31599,Seattle,WA,20102008,21027396.0,16.86133676445933,12.624957307297803
2016,NonResidential,Small- and Mid-Sized Office,1978,1.0,4,85385,54175,31210,"Data Center, Office, Parking",Office,50235.0,Parking,25525.0,Data Center,2875.0,47.64037,-122.32626,Seattle,WA,,4855036.5,15.395527383673612,11.354937431911717
2016,NonResidential,Distribution Center,1989,1.0,2,98024,98024,0,"Distribution Center, Office",Distribution Center,63896.0,Office,33712.0,,,47.53687,-122.33316,Seattle,WA,,1988334.5,14.502808414535307,11.492977827160532
2016,NonResidential,Mixed Use Property,1928,1.0,1,65000,50000,15000,"Office, Other, Parking",Office,20000.0,Parking,15000.0,Other,10000.0,47.62405,-122.33084,Seattle,WA,,2603931.25,14.772533264307,11.082157933374816
2016,NonResidential,Large Office,1990,1.0,5,144573,77953,66620,"Office, Parking",Office,78521.0,Parking,66650.0,,,47.62488,-122.33007,Seattle,WA,,5135040.0,15.451598385733565,11.88154676617732
2016,NonResidential,Retail Store,1950,1.0,2,302812,302812,0,Retail Store,Retail Store,302812.0,,,,,47.70759,-122.3255,Seattle,WA,,7290824.5,15.802127334885366,12.62087073225265
2016,NonResidential,Small- and Mid-Sized Office,1974,1.0,5,86400,86400,0,Office,Office,78200.0,,,,,47.70744,-122.33171,Seattle,WA,,9080022.0,16.021587283613915,11.366754528799245
2016,NonResidential,Other,1969,0.0,2,98539,98539,0,Strip Mall,Strip Mall,98539.0,,,,,47.7094,-122.31843,Seattle,WA,,5450441.5,15.511207356004032,11.498217836097954
2016,NonResidential,Small- and Mid-Sized Office,1981,1.0,6,86483,86483,0,"Office, Parking",Office,86483.0,Parking,0.0,,,47.70732,-122.33279,Seattle,WA,,6361236.5,15.665733491860651,11.36771470471244
2016,NonResidential,Distribution Center,1976,1.0,1,51600,51600,0,"Distribution Center, Office",Distribution Center,34400.0,Office,17200.0,,,47.53926,-122.34143,Seattle,WA,,1124543.125,13.932888289273723,10.851296331126829
2016,NonResidential,Warehouse,1968,1.0,1,140520,140520,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,140520.0,,,,,47.53689,-122.33847,Seattle,WA,,2225512.0,14.615498008804945,11.85311222277915
2016,NonResidential,Large Office,1986,1.0,5,154029,91649,62380,"Office, Parking",Office,91645.0,Parking,66288.0,,,47.63116,-122.34193,Seattle,WA,,4636396.5,15.349448221785124,11.944902667618504
2016,NonResidential,Other,2005,1.0,3,161789,69854,91935,"Medical Office, Parking",Parking,91935.0,Medical Office,69854.0,,,47.70887,-122.33494,Seattle,WA,,6963616.5,15.756209653031496,11.994054476999382
2016,NonResidential,Medical Office,2005,1.0,3,63909,63909,0,"Medical Office, Retail Store",Medical Office,60670.0,Retail Store,3239.0,,,47.7126,-122.33782,Seattle,WA,,4765753.5,15.376966424613306,11.065231122644327
2016,NonResidential,Warehouse,1948,1.0,2,53472,53472,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,46846.0,Office,10033.0,,,47.69814,-122.34295,Seattle,WA,,971155.625,13.786243037046203,10.886932132596671
2016,NonResidential,Warehouse,1980,1.0,1,50417,50417,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,50417.0,,,,,47.52696,-122.32913,Seattle,WA,,1847401.0,14.429290885742637,10.828103533156272
2016,NonResidential,Restaurant,1900,1.0,1,43728,43728,0,Restaurant,Restaurant,43728.0,,,,,47.60613,-122.34115,Seattle,WA,,11508035.0,16.258556131907284,10.685766776548885
2016,NonResidential,Medical Office,1961,1.0,3,133298,133298,0,Medical Office,Medical Office,133298.0,,,,,47.70449,-122.33272,Seattle,WA,,15640994.0,16.56540590998367,11.800350004263192
2016,NonResidential,Retail Store,1965,1.0,2,168619,168619,0,Retail Store,Retail Store,173106.0,,,,,47.70759,-122.3255,Seattle,WA,2009,6455828.5,15.680494079041672,12.035402941476669
2016,NonResidential,Mixed Use Property,2002,0.0,5,251827,138509,113318,"Laboratory, Office, Parking",Parking,113318.0,Laboratory,84000.0,Office,84000.0,47.63451,-122.32505,Seattle,WA,,47102428.0,17.667835128782166,12.436501593774768
2016,NonResidential,Large Office,2000,1.0,4,175885,104500,71385,"Office, Parking",Office,103970.0,Parking,71390.0,,,47.6244,-122.33157,Seattle,WA,,6486377.5,15.685214920606796,12.077591336881625
2016,NonResidential,Warehouse,1969,1.0,2,104786,104786,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,104786.0,,,,,47.56089,-122.33474,Seattle,WA,,1028376.875,13.843493240140107,11.559684997373235
2016,NonResidential,Other,2000,1.0,1,53040,11440,41600,Other,Other,51427.0,,,,,47.55787,-122.335,Seattle,WA,,1770027.5,14.386506206115296,10.87882047837734
2016,NonResidential,Other,1973,0.0,1,110689,110689,0,Other,Other,110689.0,,,,,47.55741,-122.33163,Seattle,WA,,2339814.25,14.66558253122548,11.61448878037967
2016,NonResidential,Small- and Mid-Sized Office,1948,1.0,1,53620,53620,0,Office,Office,53620.0,,,,,47.5563,-122.33186,Seattle,WA,2016,2058955.25,14.537709737605454,10.889696061373598
2016,NonResidential,Small- and Mid-Sized Office,1938,1.0,1,50008,50008,0,Office,Office,50008.0,,,,,47.55623,-122.33316,Seattle,WA,,3202213.0,14.979353003534788,10.819958268212227
2016,NonResidential,Large Office,2009,1.0,4,291176,191000,100176,"Office, Parking",Office,194674.0,Parking,111198.0,,,47.6252,-122.36737,Seattle,WA,,6657348.5,15.711231990331338,12.58168660866882
2016,NonResidential,Warehouse,1957,1.0,1,50832,50832,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,43920.0,Office,6912.0,,,47.56549,-122.33221,Seattle,WA,,2551022.25,14.752005111155327,10.836301028962945
2016,NonResidential,Refrigerated Warehouse,1971,1.0,1,76354,76354,0,Refrigerated Warehouse,Refrigerated Warehouse,76486.0,,,,,47.56158,-122.32754,Seattle,WA,,2843033.5,14.860382525628095,11.24314879638728
2016,NonResidential,Warehouse,1956,1.0,1,98480,98480,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,98480.0,,,,,47.56558,-122.32889,Seattle,WA,,2831565.5,14.85634065004513,11.49761891515284
2016,NonResidential,Mixed Use Property,1904,1.0,2,53002,53002,0,"Multifamily Housing, Parking, Restaurant, Retail Store",Retail Store,31602.0,Parking,27427.0,Multifamily Housing,18130.0,47.66113,-122.33572,Seattle,WA,,3441643.25,15.051459894804855,10.878103794705911
2016,NonResidential,Mixed Use Property,2008,1.0,3,175918,124700,51218,"Laboratory, Office, Parking",Office,66737.0,Parking,58218.0,Laboratory,30230.0,47.63465,-122.32592,Seattle,WA,,22530168.0,16.930365813489924,12.077778940810486
2016,NonResidential,Other,1920,1.0,3,169785,106003,63782,"Other, Parking",Other,106003.0,Parking,63782.0,,,47.63108,-122.32746,Seattle,WA,,19155416.0,16.768096105652834,12.042294099519092
2016,NonResidential,Large Office,1971,1.0,11,124721,124721,0,"Food Service, Office, Parking, Restaurant",Office,107594.0,Restaurant,15600.0,Parking,12000.0,47.63,-122.3396,Seattle,WA,,13898181.0,16.447268598180077,11.733842539523549
2016,NonResidential,Small- and Mid-Sized Office,1970,1.0,7,94002,94002,0,"Office, Parking",Office,93905.0,Parking,31348.0,,,47.63376,-122.33968,Seattle,WA,,5662234.0,15.549329248561316,11.45108197563649
2016,NonResidential,Warehouse,1974,1.0,1,93020,93020,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,93020.0,,,,,47.55515,-122.3275,Seattle,WA,,1252323.875,14.040512281806098,11.440580553096568
2016,NonResidential,Other,1946,1.0,1,23000,23000,0,"Office, Other",Other,20310.0,Office,2689.600098,,,47.6153,-122.35014,Seattle,WA,,711118.375,13.474595592019906,10.043292972227004
2016,NonResidential,Supermarket / Grocery Store,2002,1.0,1,61053,61053,0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,54434.0,Parking,0.0,,,47.52095,-122.26825,Seattle,WA,,13133225.0,16.390655912977824,11.019513997458024
2016,NonResidential,Small- and Mid-Sized Office,1904,1.0,5,78920,78920,0,Office,Office,78564.0,,,,,47.59895,-122.33379,Seattle,WA,2017,2830674.75,14.856026022034522,11.276202631115575
2016,NonResidential,Small- and Mid-Sized Office,1906,1.0,7,99440,99440,0,"Office, Retail Store",Office,65088.0,Retail Store,23857.0,,,47.59855,-122.33327,Seattle,WA,,6606832.5,15.703615050149606,11.507319782449397
2016,NonResidential,Small- and Mid-Sized Office,1907,1.0,6,73260,73260,0,Office,Office,63871.0,,,,,47.59856,-122.33379,Seattle,WA,,2853189.5,14.863948399785636,11.201783686253297
2016,NonResidential,Small- and Mid-Sized Office,1900,1.0,4,69817,69817,0,"Office, Retail Store",Office,34647.0,Retail Store,26039.0,,,47.59979,-122.3338,Seattle,WA,,2178074.5,14.593952246704353,11.153647135161382
2016,NonResidential,Small- and Mid-Sized Office,1900,1.0,4,84750,84750,0,"Enclosed Mall, Office",Office,41609.0,Enclosed Mall,28734.0,,,47.60035,-122.33379,Seattle,WA,,2094724.625,14.554933136174393,11.347472824583114
2016,NonResidential,Small- and Mid-Sized Office,1900,1.0,6,75496,62176,13320,"Office, Restaurant, Retail Store",Office,45799.0,Retail Store,9739.0,Restaurant,4689.0,47.60146,-122.33248,Seattle,WA,,3570161.75,15.088121740952005,11.23184819934832
2016,NonResidential,Large Office,1900,1.0,4,164380,164380,0,"Office, Retail Store",Office,123607.0,Retail Store,20795.0,,,47.59962,-122.33247,Seattle,WA,,7655751.0,15.850967818695803,12.009942183149128
2016,NonResidential,Large Office,1907,1.0,7,160580,160580,0,Office,Office,160580.0,,,,,47.59858,-122.33198,Seattle,WA,,4336187.5,15.282506294403918,11.986553767144867
2016,NonResidential,Small- and Mid-Sized Office,1909,1.0,6,73470,73470,0,"Non-Refrigerated Warehouse, Office, Retail Store",Office,47145.0,Non-Refrigerated Warehouse,9477.0,Retail Store,9477.0,47.60159,-122.32915,Seattle,WA,,3212269.0,14.982488410291804,11.20464604951938
2016,Nonresidential COS,Other,1906,1.0,3,67755,67755,0,"Data Center, Office, Other, Other - Entertainment/Public Assembly",Other,33647.0,Office,19705.0,Other - Entertainment/Public Assembly,11988.0,47.59871,-122.3299,Seattle,WA,,1904480.0,14.45972008847928,11.123668295706272
2016,NonResidential,Mixed Use Property,1910,1.0,3,56700,56700,0,"Distribution Center, Non-Refrigerated Warehouse, Office",Office,26250.0,Distribution Center,18050.0,Non-Refrigerated Warehouse,12400.0,47.59334,-122.32905,Seattle,WA,,2371575.0,14.679065271013766,10.945547126244623
2016,NonResidential,Warehouse,1922,1.0,1,82852,82852,0,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,58472.0,Retail Store,23282.0,,,47.59366,-122.32666,Seattle,WA,,2153603.5,14.58265350795488,11.324823232217248
2016,NonResidential,Other,1953,1.0,2,76442,76442,0,"Distribution Center, Office, Other",Other,50500.0,Distribution Center,18000.0,Office,7604.0,47.57941,-122.33131,Seattle,WA,,3978277.0,15.196359620318258,11.244300644051904
2016,NonResidential,Distribution Center,1962,1.0,2,92792,92792,0,"Distribution Center, Office",Distribution Center,85343.0,Office,13435.0,,,47.57658,-122.33054,Seattle,WA,,3155496.0,14.964656569285015,11.438126484894743
2016,NonResidential,Other,1941,2.0,2,125519,125519,0,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,142901.0,,,,,47.58444,-122.33282,Seattle,WA,,2244317.0,14.623912246814582,11.740220387406914
2016,NonResidential,Large Office,1900,1.0,4,129000,103200,25800,Office,Office,104869.0,,,,,47.58361,-122.33369,Seattle,WA,,4374646.0,15.291336388804298,11.767575435251748
2016,NonResidential,Warehouse,1954,1.0,1,78814,78814,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,78814.0,,,,,47.58781,-122.33264,Seattle,WA,,861972.875,13.666980241761957,11.274858613060642
2016,NonResidential,Small- and Mid-Sized Office,1904,1.0,4,58970,58970,0,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking",Office,39870.0,Non-Refrigerated Warehouse,11600.0,Multifamily Housing,7000.0,47.59486,-122.33368,Seattle,WA,,1776411.75,14.39010657981184,10.984801076625908
2016,NonResidential,Distribution Center,1910,1.0,6,75600,64800,10800,"Distribution Center, Office, Parking",Distribution Center,51040.0,Office,10500.0,Parking,6000.0,47.59403,-122.33367,Seattle,WA,,2688675.75,14.804559716050251,11.233224789593368
2016,NonResidential,Distribution Center,1907,1.0,4,56270,56270,0,"Distribution Center, Non-Refrigerated Warehouse, Office, Retail Store",Distribution Center,39884.0,Non-Refrigerated Warehouse,9270.0,Office,4116.0,47.59363,-122.33371,Seattle,WA,,1056782.125,13.870740064046108,10.93793458372845
2016,NonResidential,Small- and Mid-Sized Office,1904,1.0,4,66842,66842,0,"Office, Retail Store",Office,43122.0,Retail Store,10514.0,,,47.59701,-122.33378,Seattle,WA,,5608600.5,15.539811959434193,11.110101865005516
2016,NonResidential,Small- and Mid-Sized Office,1909,1.0,6,75288,64488,10800,"Office, Parking",Office,65508.0,Parking,10918.0,,,47.59639,-122.33368,Seattle,WA,,2891605.0,14.87732261508192,11.229089320779604
2016,NonResidential,Large Office,1904,1.0,7,184322,184322,0,"Data Center, Office",Office,183916.0,Data Center,406.0,,,47.59806,-122.33475,Seattle,WA,,9722890.0,16.089993560197225,12.124444932398877
2016,NonResidential,Large Office,2009,1.0,7,287853,287853,0,"Office, Retail Store",Office,273812.0,Retail Store,12102.0,,,47.59767,-122.33467,Seattle,WA,,25567108.0,17.056817278693114,12.57020868613386
2016,NonResidential,Small- and Mid-Sized Office,1914,1.0,2,64512,64512,0,Office,Office,63000.0,,,,,47.59202,-122.33486,Seattle,WA,,5968153.5,15.601948308600347,11.07462203286291
2016,NonResidential,Mixed Use Property,2009,1.0,6,286000,174226,111774,"Distribution Center, Office, Other, Other - Recreation, Parking",Parking,111774.0,Office,108747.0,Other,49271.0,47.58924,-122.33566,Seattle,WA,,63835192.0,17.971815210651773,12.563750586299374
2016,NonResidential,Warehouse,1926,1.0,7,144050,144050,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,144050.0,,,,,47.58365,-122.33467,Seattle,WA,,3929371.0,15.183990174638971,11.877922682522597
2016,NonResidential,Small- and Mid-Sized Office,1930,1.0,3,60592,60592,0,Office,Office,60384.0,,,,,47.58252,-122.33465,Seattle,WA,,5049446.5,15.43478938932568,11.011934653834276
2016,NonResidential,Large Office,1912,0.0,6,1380959,1380959,0,"Non-Refrigerated Warehouse, Office, Retail Store",Office,1000730.0,Retail Store,281296.0,Non-Refrigerated Warehouse,220303.0,47.58181,-122.33534,Seattle,WA,,74130576.0,18.121338650225976,14.138289467453484
2016,NonResidential,Retail Store,1993,1.0,1,107930,107930,0,Retail Store,Retail Store,107704.0,,,,,47.57842,-122.33558,Seattle,WA,,7221482.5,15.79257096067688,11.589247413040994
2016,NonResidential,Warehouse,1926,1.0,1,99084,99084,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,99084.0,,,,,47.57096,-122.3355,Seattle,WA,,1618110.375,14.296770209213014,11.503733346601312
2016,NonResidential,Distribution Center,1953,1.0,1,72719,72719,0,Distribution Center,Distribution Center,72719.0,,,,,47.56676,-122.35247,Seattle,WA,,2581741.75,14.763975213356956,11.19437172885136
2016,NonResidential,Small- and Mid-Sized Office,1930,0.0,4,76624,76624,0,Office,Office,76624.0,,,,,47.59534849,-122.327269,Seattle,WA,,2773647.5,14.835674159499462,11.246678673238511
2016,NonResidential,Small- and Mid-Sized Office,2001,1.0,6,91706,55123,36583,"Office, Other, Parking",Office,53281.0,Parking,34701.0,Other,3724.0,47.66158,-122.31625,Seattle,WA,,8570571.0,15.96384503280406,11.426353991208984
2016,NonResidential,Medical Office,2008,1.0,5,129093,89191,39902,"Medical Office, Other, Parking",Medical Office,89131.0,Parking,37652.0,Other,5615.0,47.62395,-122.33392,Seattle,WA,,19248732.0,16.772955798350136,11.7682961001544
2016,NonResidential,Large Office,1991,1.0,5,138106,121885,16221,"Office, Parking",Office,119083.0,Parking,16221.0,,,47.56787,-122.36419,Seattle,WA,,8381834.5,15.94157748188684,11.835784026020107
2016,NonResidential,Retail Store,1973,1.0,1,56572,56572,0,Retail Store,Retail Store,56576.0,,,,,47.56664,-122.32346,Seattle,WA,,2409429.0,14.694900762970043,10.943287118573286
2016,NonResidential,Medical Office,2004,1.0,0,225982,225982,0,Medical Office,Medical Office,200184.0,,,,,47.60979,-122.32298,Seattle,WA,,20560622.0,16.838888299648577,12.328215054186224
2016,NonResidential,Mixed Use Property,2006,0.0,0,516407,516407,0,"Financial Office, Hotel, Multifamily Housing, Other, Parking, Restaurant, Supermarket/Grocery Store",Parking,385196.0,Multifamily Housing,340236.0,Hotel,67627.0,47.61783,-122.33729,Seattle,WA,,39403320.0,17.489360660056118,13.154652429701397
